id,SortinoRatio,Mean,DownSideRisk,ARZZ3,AUTM3,BBFI11B,BPNM4,BRCR11B,BRFS3,CESP6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,ECOR3,EZTC3,FEXC11B,FFTL4,HGRE11,HGTX3,HTMX11B,IDVL4,JHSF3,KLBN4,KNRI11,LIGT3,MPXE3,PRSV11,RDCD3,RNEW11,SAPR4,SSBR3,STBP11,UOLL4,USIM3
3,5.976195,0.236263,0.039534,0.002063,0.004974,0.000000,0.001091,0.000722,0.019636,0.002355,0.000000,0.000000,0.000771,0.002513,0.000088,0.551810,0.000630,0.001228,0.004129,0.005209,0.001694,0.000186,0.000023,0.000000,0.001553,0.000866,0.002393,0.000076,0.000309,0.000517,0.000019,0.198916,0.000621,0.003388,0.000000,0.192221
13,5.976194,0.236261,0.039534,0.002063,0.004974,0.000000,0.001091,0.000722,0.019637,0.002355,0.000000,0.000000,0.000771,0.002513,0.000088,0.551806,0.000630,0.001228,0.004129,0.005209,0.001694,0.000186,0.000023,0.000000,0.001553,0.000866,0.002393,0.000076,0.000309,0.000517,0.000019,0.198913,0.000621,0.003388,0.000000,0.192226
26,5.976196,0.236265,0.039534,0.002063,0.004974,0.000000,0.001091,0.000722,0.019635,0.002355,0.000000,0.000000,0.000771,0.002513,0.000088,0.551813,0.000630,0.001228,0.004129,0.005209,0.001694,0.000186,0.000023,0.000000,0.001553,0.000866,0.002393,0.000076,0.000309,0.000517,0.000019,0.198919,0.000621,0.003387,0.000000,0.192217
3,5.976195,0.236263,0.039534,0.002063,0.004974,0.000000,0.001091,0.000722,0.019636,0.002355,0.000000,0.000000,0.000771,0.002513,0.000088,0.551810,0.000630,0.001228,0.004129,0.005209,0.001694,0.000186,0.000023,0.000000,0.001553,0.000866,0.002393,0.000076,0.000309,0.000517,0.000019,0.198916,0.000621,0.003388,0.000000,0.192221
13,5.976194,0.236261,0.039534,0.002063,0.004974,0.000000,0.001091,0.000722,0.019637,0.002355,0.000000,0.000000,0.000771,0.002513,0.000088,0.551806,0.000630,0.001228,0.004129,0.005209,0.001694,0.000186,0.000023,0.000000,0.001553,0.000866,0.002393,0.000076,0.000309,0.000517,0.000019,0.198913,0.000621,0.003388,0.000000,0.192226
26,5.976196,0.236265,0.039534,0.002063,0.004974,0.000000,0.001091,0.000722,0.019635,0.002355,0.000000,0.000000,0.000771,0.002513,0.000088,0.551813,0.000630,0.001228,0.004129,0.005209,0.001694,0.000186,0.000023,0.000000,0.001553,0.000866,0.002393,0.000076,0.000309,0.000517,0.000019,0.198919,0.000621,0.003387,0.000000,0.192217
3,5.976195,0.236263,0.039534,0.002063,0.004974,0.000000,0.001091,0.000722,0.019636,0.002355,0.000000,0.000000,0.000771,0.002513,0.000088,0.551810,0.000630,0.001228,0.004129,0.005209,0.001694,0.000186,0.000023,0.000000,0.001553,0.000866,0.002393,0.000076,0.000309,0.000517,0.000019,0.198916,0.000621,0.003388,0.000000,0.192221
13,5.976194,0.236261,0.039534,0.002063,0.004974,0.000000,0.001091,0.000722,0.019637,0.002355,0.000000,0.000000,0.000771,0.002513,0.000088,0.551806,0.000630,0.001228,0.004129,0.005209,0.001694,0.000186,0.000023,0.000000,0.001553,0.000866,0.002393,0.000076,0.000309,0.000517,0.000019,0.198913,0.000621,0.003388,0.000000,0.192226
6,5.984278,0.241542,0.040363,0.001879,0.001450,0.000000,0.000486,0.000417,0.005325,0.001516,0.000000,0.000000,0.000477,0.000544,0.000011,0.597273,0.000264,0.000899,0.003461,0.004836,0.000542,0.000052,0.000012,0.000000,0.000774,0.000334,0.001701,0.000043,0.000224,0.000348,0.000014,0.207642,0.000522,0.001531,0.000000,0.167422
26,5.976196,0.236265,0.039534,0.002063,0.004974,0.000000,0.001091,0.000722,0.019635,0.002355,0.000000,0.000000,0.000771,0.002513,0.000088,0.551813,0.000630,0.001228,0.004129,0.005209,0.001694,0.000186,0.000023,0.000000,0.001553,0.000866,0.002393,0.000076,0.000309,0.000517,0.000019,0.198919,0.000621,0.003387,0.000000,0.192217
3,5.976195,0.236263,0.039534,0.002063,0.004974,0.000000,0.001091,0.000722,0.019636,0.002355,0.000000,0.000000,0.000771,0.002513,0.000088,0.551810,0.000630,0.001228,0.004129,0.005209,0.001694,0.000186,0.000023,0.000000,0.001553,0.000866,0.002393,0.000076,0.000309,0.000517,0.000019,0.198916,0.000621,0.003388,0.000000,0.192221
6,5.984278,0.241542,0.040363,0.001879,0.001450,0.000000,0.000486,0.000417,0.005325,0.001516,0.000000,0.000000,0.000477,0.000544,0.000011,0.597273,0.000264,0.000899,0.003461,0.004836,0.000542,0.000052,0.000012,0.000000,0.000774,0.000334,0.001701,0.000043,0.000224,0.000348,0.000014,0.207642,0.000522,0.001531,0.000000,0.167422
26,5.976196,0.236265,0.039534,0.002063,0.004974,0.000000,0.001091,0.000722,0.019635,0.002355,0.000000,0.000000,0.000771,0.002513,0.000088,0.551813,0.000630,0.001228,0.004129,0.005209,0.001694,0.000186,0.000023,0.000000,0.001553,0.000866,0.002393,0.000076,0.000309,0.000517,0.000019,0.198919,0.000621,0.003387,0.000000,0.192217
29,5.976194,0.236262,0.039534,0.002063,0.004974,0.000000,0.001091,0.000722,0.019637,0.002355,0.000000,0.000000,0.000771,0.002513,0.000088,0.551808,0.000630,0.001228,0.004129,0.005209,0.001694,0.000186,0.000023,0.000000,0.001553,0.000866,0.002393,0.000076,0.000309,0.000517,0.000019,0.198914,0.000621,0.003388,0.000000,0.192224
3,5.984429,0.241076,0.040284,0.001895,0.001761,0.000000,0.000540,0.000444,0.006588,0.001590,0.000000,0.000000,0.000503,0.000718,0.000018,0.593260,0.000296,0.000928,0.003520,0.004869,0.000644,0.000064,0.000013,0.000000,0.000843,0.000381,0.001762,0.000046,0.000231,0.000363,0.000014,0.206871,0.000530,0.001695,0.000000,0.169611
6,5.984278,0.241542,0.040363,0.001879,0.001450,0.000000,0.000486,0.000417,0.005325,0.001516,0.000000,0.000000,0.000477,0.000544,0.000011,0.597273,0.000264,0.000899,0.003461,0.004836,0.000542,0.000052,0.000012,0.000000,0.000774,0.000334,0.001701,0.000043,0.000224,0.000348,0.000014,0.207642,0.000522,0.001531,0.000000,0.167422
23,5.977822,0.236727,0.039601,0.002046,0.004663,0.000000,0.001038,0.000695,0.018374,0.002281,0.000000,0.000000,0.000745,0.002340,0.000081,0.555818,0.000598,0.001199,0.004070,0.005176,0.001592,0.000174,0.000022,0.000000,0.001484,0.000819,0.002332,0.000073,0.000302,0.000502,0.000018,0.199683,0.000612,0.003224,0.000000,0.190038
3,5.984429,0.241076,0.040284,0.001895,0.001761,0.000000,0.000540,0.000444,0.006588,0.001590,0.000000,0.000000,0.000503,0.000718,0.000018,0.593260,0.000296,0.000928,0.003520,0.004869,0.000644,0.000064,0.000013,0.000000,0.000843,0.000381,0.001762,0.000046,0.000231,0.000363,0.000014,0.206871,0.000530,0.001695,0.000000,0.169611
5,5.984393,0.241242,0.040312,0.001889,0.001651,0.000000,0.000521,0.000435,0.006139,0.001564,0.000000,0.000000,0.000494,0.000656,0.000016,0.594688,0.000285,0.000918,0.003499,0.004857,0.000608,0.000060,0.000013,0.000000,0.000818,0.000364,0.001740,0.000045,0.000229,0.000358,0.000014,0.207146,0.000527,0.001636,0.000000,0.168832
6,5.984278,0.241542,0.040363,0.001879,0.001450,0.000000,0.000486,0.000417,0.005325,0.001516,0.000000,0.000000,0.000477,0.000544,0.000011,0.597273,0.000264,0.000899,0.003461,0.004836,0.000542,0.000052,0.000012,0.000000,0.000774,0.000334,0.001701,0.000043,0.000224,0.000348,0.000014,0.207642,0.000522,0.001531,0.000000,0.167422
7,5.984444,0.240925,0.040259,0.001900,0.001862,0.000000,0.000557,0.000453,0.006997,0.001614,0.000000,0.000000,0.000511,0.000774,0.000020,0.591961,0.000307,0.000938,0.003539,0.004880,0.000677,0.000068,0.000014,0.000000,0.000865,0.000396,0.001782,0.000047,0.000234,0.000368,0.000015,0.206622,0.000533,0.001748,0.000000,0.170319
3,5.984429,0.241076,0.040284,0.001895,0.001761,0.000000,0.000540,0.000444,0.006588,0.001590,0.000000,0.000000,0.000503,0.000718,0.000018,0.593260,0.000296,0.000928,0.003520,0.004869,0.000644,0.000064,0.000013,0.000000,0.000843,0.000381,0.001762,0.000046,0.000231,0.000363,0.000014,0.206871,0.000530,0.001695,0.000000,0.169611
20,5.984405,0.241196,0.040304,0.001891,0.001682,0.000000,0.000526,0.000437,0.006264,0.001571,0.000000,0.000000,0.000496,0.000673,0.000016,0.594291,0.000288,0.000921,0.003505,0.004861,0.000618,0.000061,0.000013,0.000000,0.000825,0.000369,0.001746,0.000045,0.000229,0.000360,0.000014,0.207069,0.000528,0.001653,0.000000,0.169049
